"zipcode","description","garageSpaces","hasAssociation","hasGarage","hasSpa","hasView","yearBuilt","latestPrice","latest_salemonth","latest_saleyear","numOfPhotos","numOfAccessibilityFeatures","numOfAppliances","numOfParkingFeatures","numOfPatioAndPorchFeatures","numOfSecurityFeatures","numOfWaterfrontFeatures","numOfWindowFeatures","numOfCommunityFeatures","lotSizeSqFt","livingAreaSqFt","avgSchoolDistance","avgSchoolRating","avgSchoolSize","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms","numOfStories","orig.id"
"78721","4805 Filey Cv, Austin, TX 78721 is a single family home that contains 864 sq ft and was built in 1961. It contains 3 bedrooms and 1 bathroom. 
 
The Zestimate for this house is $406,790. The Rent Zestimate for this home is $1,750/mo.",2,"FALSE","TRUE","FALSE","TRUE",1961,79,"7",2019,1,"0",5,3,1,1,0,0,0,6098,864,2.16666666666667,3.33333333333333,635,13,1,3,1,"8772"
"78723","Close to downtown, UT, 183/290, and down the street from the Mueller Development, trails and Barthalomew and Dottie Jordan Parks.

-Recently remodeled
-covered patio
-energy efficient upgrades
-fenced in backyard 
-xeriscaped backyard
-laundry room
-lots of natural light

",1,"FALSE","TRUE","FALSE","TRUE",1964,210,"9",2018,20,"0",4,5,0,0,0,0,0,7230,1200,1.2,3.33333333333333,569,13,2,3,1,"10060"
"78703","This luxury estate sits atop a .41 acre lot in historic Pemberton Heights, 78703, one of the most iconic neighborhoods of old Austin. As you approach the estate, Cape Cod lighting flanks the front door that sits just under a beautiful copper awning. This magnificent estate features original hardwood floors throughout and high ceilings accompanied by beautiful crown molding.

Downstairs, you will find the den, formal dining, kitchen, and office with a full bathroom. A sitting area and fireplace greet you as you enter the Master suite, also located on the first level of the estate.

The second floor includes three secondary bedrooms and a loft. You’ll find great views of West Austin from one secondary room balcony. The loft is adorned with old-architecture- feel built-in bookcases
",4,"FALSE","TRUE","FALSE","TRUE",1948,965,"5",2018,38,"0",2,3,0,0,0,0,0,17859.6,3469,1.13333333333333,7,1298,16,5,4,2,"11844"
"78717","8804 Fritsch Dr, Austin, TX 78717 is a single family home that contains 2,963 sq ft and was built in 1993. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $545,858. The Rent Zestimate for this home is $2,300/mo.",0,"TRUE","FALSE","FALSE","FALSE",1993,480,"10",2019,1,"0",5,2,0,0,0,0,0,8712,2963,1.3,7.66666666666667,1785,16,3,4,2,"7102"
"78750","10315 Holme Lacey Ln, Austin, TX 78750 is a single family home that contains 2,742 sq ft and was built in 1988. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $691,500. The Rent Zestimate for this home is $3,000/mo.",0,"TRUE","FALSE","FALSE","FALSE",1988,555,"3",2018,30,"0",3,2,0,0,0,0,0,13068,2742,1.5,8.66666666666667,1632,16,3,4,2,"639"
"78722","Beautifully remodeled inside and out! Incredible home in a great location. Lots of curb appeal with thoughtful landscape design and a welcoming front porch. Also enjoy the large back yard with extensive patio space! Inside, find fabulous upgrades and impressive attention to detail - from incredible sight-lines through common living spaces, to vaulted/beamed ceilings, built-ins, hardwoods, upgraded kitchen, and luxury master suite - no detail has been left undone!",4,"FALSE","TRUE","FALSE","FALSE",1946,449,"5",2020,55,"0",4,2,2,1,0,1,0,10890,2441,1.4,6.66666666666667,1156,15,2,4,1,"9946"
"78757","6306 Cary Dr, Austin, TX 78757 is a single family home that contains 1,614 sq ft and was built in 1953. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $788,761. The Rent Zestimate for this home is $2,700/mo.",0,"FALSE","FALSE","FALSE","FALSE",1953,651.9,"7",2019,1,"0",5,1,1,1,0,1,0,10890,1614,0.633333333333333,6.66666666666667,1153,16,2,3,1,"13282"
"78757","Gorgeous Crestview Bungalow move-in ready! .216 acres lot & private backyard with plenty of room to add a master suite! Updates include brand new PVC drain lines under the home, new roof shingles in 2014, new HVAC in 2016, recent wood floors, canned lights, tile floors, fixtures, & much more; complete list available. Tasteful garage conversion is second living area. Stainless appliances at the kitchen (washer/dryer/refrigerator convey), enclosed laundry room. Centrally located just 8 miles from Downtown Austin & 5 miles to the Domain! Brentwood Elementary in the neighborhood plus City park & pool.",0,"FALSE","FALSE","FALSE","FALSE",1959,439,"7",2019,28,"0",4,2,0,1,0,1,0,9408,1398,1.26666666666667,7,1189,16,1,3,1,"6925"
"78748","Iconic yard has green picket fence in front yard on a low traffic street.  1141SF/Appraiser.  Gorgeous 125-year-old front oak tree. Backyard: Large covered patio, 14 fruit producing trees. Storage building. Many updates: Nest thermostat, interior paint on walls & cabinetry. No carpet. Updated main bath walk-in shower, Bench seats & grips, 2018- shingles, gutters, electrical, insulated garage, keypad. Dittmar Park-sport courts, pool, track, gym. Just moments to HEB, shopping, school, emergency services.Restrictions: Yes",1,"FALSE","TRUE","FALSE","FALSE",1975,329.9,"9",2020,74,"1",4,2,2,1,0,0,0,6664,1141,1.16666666666667,3.33333333333333,926,13,2,3,1,"6388"
"78758","Stunning remodel by award-winning design team and Houndstooth Homes. This beautiful home has been meticulously restored and is ready to be your new dream home. Gorgeous open concept living, kitchen, and dining rooms. Brand new oak floors, carpet, and tile. Dream kitchen with stunning leathered granite counters white cabinets. Brand new HVAC with nest thermostat! Great curb appeal. Move-in ready. Stop looking and welcome to your new home. Bring all offers.",4,"FALSE","TRUE","FALSE","TRUE",1983,499,"4",2020,27,"0",3,3,0,0,0,0,0,7884,1689,1.4,4,1073,13,2,3,1,"2454"
"78758","GREAT LOCATION! Adorable North Central Home in a quiet pocket. Cast Iron Plumbing changed out. Fresh Paint and Recent Floors. 1 Year old Fridge Conveys. Faux Wood Blinds. Covered Patio, Tile Counters. Minutes to the Domain. Great Starter home for somone looking to be close to all things Austin.",2,"FALSE","TRUE","FALSE","FALSE",1968,325,"9",2020,81,"0",4,3,2,0,0,0,0,6834,1348,0.666666666666667,4,1028,14,1,3,1,"3031"
"78745","Awesome 4/2 on tree lined South Austin neighborhood minutes to shopping and retail at Westgate! Large corner lot w/ in ground pool & open floorplan is perfect for entertaining. Spacious kitchen opens up to large living room w/ fireplace and vaulted ceilings, with bonus space leading outside. Updated finish has stained concrete & hardwood floors, granite countertops, stainless steel appliances, new roof (2016)  pool pump & filter (2017) water heater (2019)",2,"FALSE","TRUE","FALSE","FALSE",1975,399,"5",2020,25,"0",3,2,2,0,0,0,0,8581,1822,1.16666666666667,4,840,13,2,4,1,"5645"
"78751","4404 Clarkson Ave, Austin, TX 78751 is a single family home that contains 1,694 sq ft and was built in 2015. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $741,192. The Rent Zestimate for this home is $3,007/mo.",2,"FALSE","TRUE","FALSE","FALSE",2015,725,"10",2020,94,"0",4,3,4,2,0,1,0,6098,1694,1.53333333333333,7.33333333333333,1142,15,3,3,1,"9989"
"78748","Fantastic south Austin home featuring spacious main living area with tons of great natural light, office/study, & kitchen w/ new granite counters & sunny breakfast area. Newer roof (2016), all new carpet, new tile in master, all new paint inside and out, new appliances, and new granite counters in all baths. Fantastic sunroom overlooks incredible backyard w/ pool, storage, and gazebo. Great location, easy access to 35, tons of great local shopping & restaurants, & just 20 minutes to UT & downtown.",2,"TRUE","TRUE","FALSE","TRUE",1997,300,"3",2018,32,"0",7,2,0,0,0,0,0,6795,1605,1.5,3.33333333333333,926,13,3,3,2,"6200"
"78732","Semi Custom Toll Brothers Marbella Plan located on the 11th fairway of the prestigious gated UT Golf Club Community. Private cul-de-sac lot backing to golf course with views from almost every window. Chefs kitchen with custom cabinets, granite countertops, built in Viking refrigerator and 6 burner gas Thermador range. Upgraded finish-out throughout the house, but best of all, a 500+ custom built temperature controlled wine cellar with beautiful Cantera door. Ask agent for full list of features. Enjoy the many amenities Steiner Ranch has to offer including hike/bike trails, multiple community pools, playgrounds, lake access, and the exemplary schools of Leander ISD. Make this beautiful home yours today.",3,"TRUE","TRUE","FALSE","TRUE",2005,899,"4",2019,32,"0",4,2,0,0,0,0,0,14374.8,4537,2.6,8.33333333333333,1533,17,4,4,2,"4973"
"78759","7008 Vallecito Dr, Austin, TX 78759 is a single family home that contains 1,695 sq ft and was built in 1983. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $456,682. The Rent Zestimate for this home is $2,200/mo.",2,"FALSE","TRUE","FALSE","FALSE",1983,425,"6",2020,34,"0",4,2,1,0,0,0,0,11761.2,1695,1.36666666666667,8.33333333333333,1638,16,2,3,2,"7882"
"78736","Beautiful move-in ready and well maintained home in popular Scenic Brook West. Situated on .3+ acres in a cul-de-sac, this property bodes space, privacy, and functionality. High ceilings and large windows creates tons of natural lighting throughout. Enjoy the accompanied wet bar in the main living space perfect for entertaining. Expansive backyard featuring a patio and deck area.",6,"FALSE","TRUE","TRUE","FALSE",1983,395,"12",2020,25,"0",4,2,3,0,0,0,0,13068,1946,2.83333333333333,6.66666666666667,1698,17,2,3,2,"1513"
"78705","3109 Speedway, Austin, TX 78705 is a single family home that contains 1,016 sq ft and was built in 1938. It contains 2 bedrooms and 1 bathroom. 
 
The Zestimate for this house is $499,643. The Rent Zestimate for this home is $1,875/mo.",0,"FALSE","FALSE","FALSE","FALSE",1938,450,"8",2019,1,"0",2,1,0,0,0,0,0,3049,1016,1.46666666666667,7.33333333333333,1142,15,1,2,1,"12965"
"78728","This Austin one-story home offers stainless steel appliances, breakfast bar, master bathroom, backyard patio, and two-car garage. Upgraded features include fresh interior and exterior paint.

You can instantly unlock and tour this home any day of the week from 6am to 9pm, no appointment needed. Plus, every Opendoor home comes with a 30-day buyback guarantee. Terms and conditions apply.",0,"FALSE","FALSE","FALSE","FALSE",1995,278,"5",2019,26,"0",0,1,0,0,0,0,0,6316,1328,2.8,5.33333333333333,1348,14,2,3,1,"7991"
"78735","Location, location, location! Beautifully updated home with a spacious open floor plan! Modern kitchen open to the living room. Tons of upgrades! New paint, light & plumbing fixtures, hardwood floors, and more. Private lot w/ scenic greenbelt views, and a rare basement floor! Low tax rate! Top-rated schools!",2,"TRUE","TRUE","FALSE","FALSE",2006,724.999,"4",2018,43,"0",4,3,0,0,0,0,0,10890,4753,3.3,6,1455,17,5,5,3,"4594"
"78748","8906 Texas Oaks Dr, Austin, TX 78748 is a single family home that contains 1,663 sq ft and was built in 1982. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $468,734. The Rent Zestimate for this home is $1,900/mo.",2,"FALSE","TRUE","FALSE","FALSE",1982,424.9,"8",2020,50,"0",4,2,2,0,0,0,0,7797,1663,1.03333333333333,3.33333333333333,1424,14,2,3,1,"10966"
"78744","Rare find in Easton Park! Completed 3/2017. Builder upgrades include 5"" Hickory flooring. Premium lot in cul-de-sac. Kitchen with 5 burner gas range, under counter lighting, Silestone countertops, beveled glass tile in herringbone pattern backsplash. Large master bed with full bath including double vanity, separate shower & walk in closet. Extended patio, upgraded light fixtures, Nest thermostat ... the list goes on and on.  New Collins Elementary opens fall 2018. Easton Park is South Austin's newest Master Planned Community boasting 1,500 acres with 300 acres dedicated to park, recs, pools, trails and much more!",0,"TRUE","FALSE","FALSE","FALSE",2016,320,"6",2018,35,"0",4,1,0,0,0,0,0,7230,1869,3.1,3.66666666666667,1532,12,2,3,1,"1019"
"78727","Meticulously renovated in summer 2017.  This two story home with wonderful curb appeal, freshly painted exterior, new roof, window inserts and soaring canopy of shade trees.  Inviting open floor plan newly painted and updated flooring throughout this bright and cheery home.  Tastefully remodeled kitchen with Silestone countertops and backsplash. Home layout features master down with en suite bath boasting upgrades throughout. Bonus room and additional bedrooms up. Property backs to green space, Wells Branch Creek and close proximity to entrance of Scofield Farms Neighborhood Park.",0,"TRUE","FALSE","FALSE","FALSE",1996,340,"9",2018,40,"0",9,1,0,0,0,0,0,7187,2200,0.533333333333333,4.33333333333333,1053,13,3,4,2,"8047"
"78717","Beautifully maintained 1 story home in coveted Avery Ranch! The meticulously manicured front yard with canopies of shady oaks welcomes you to Granite Shoal's finest. The first thing people notice when they enter 15421 Staked Plains Loop is the high ceilings and large windows. The dedicated office with double doors and hardwood floors is perfect for remote working/homeschooling.   Natural light spills through the wall of windows in the living room that opens into kitchen and dining areas. Granite countertops, beautiful backsplash with accent pieces, upgraded cabinetry with hardware, built-in oven, microwave and gas stove, stainless steel appliances, recently replaced Bosch dishwasher (2017) in the kitchen.   This floor plan is ideal for entertaining with two dining areas. The living room invites you to relax and enjoy the white mantel fireplace with family and friends. Upgrades include no carpet - hardwood floors in the office and bedrooms, contemporary light fixtures, retractable screen back door, 3M UV window coating, full gutters and many more updates in this lovely home. The covered extended patio offers 2 ceiling fans for you to enjoy outdoor living, extra space to grill or sit, gardening space and room to run or play. Enjoy the shade and privacy from the mature trees.   Avery Ranch amenities, 6 pools, splash pad, tennis, basketball and volleyball courts, outdoor amphitheater, playgrounds and parks and a trailhead for the Brushy Creek Trail is just around the corner. Walk to exemplary Rutledge Elementary! This home is professionally listed by Eric Peterson with Kopa Real Estate. Call 512-791-7473 for more information.",2,"TRUE","TRUE","FALSE","TRUE",2008,429.9,"11",2020,27,"0",4,3,3,3,0,0,0,8145,2191,1.9,8.33333333333333,1481,16,2,3,1,"137"
"78732","Situated on a large lot that backs to greenbelt with views of Lake Austin and Texas hill country, this stunning, custom-built home is an entertainer's delight! Experience superior craftsmanship throughout with a spacious open floor plan, high ceilings, hand-scraped wood floors, exceptional storage, and great natural light. Designed with entertaining in mind, the gourmet island kitchen with bar and stainless steel appliances opens to the two-story family room! Escape from daily life in the upstairs game room, or retreat to the luxurious master suite for peace and relaxation! When making your way into the backyard, you are greeted with an incredible outdoor retreat! Soak up the captivating views relaxing by the pool and cabana! Walk to Bella Mar community pool and park! Located in acclaimed Leander ISD, this lovely home is ready to be enjoyed! Once you see it, you'll want to own it!",3,"TRUE","TRUE","TRUE","TRUE",2012,675,"4",2018,33,"0",1,2,0,0,0,0,0,12196.8,3557,2.8,8.33333333333333,1533,17,3,5,2,"2148"
